Latitude, Longitude, Depth (km), Magnitude, Origin-time (UTC)
-43.6287, 170.528, 11.7475, 0.0, 2009-11-12T12:41:57.920000Z
-43.5284, 170.782, 9.00781, 0.0, 2009-11-12T17:57:16.049500Z
-43.2181, 170.823, 3.00391, 0.0, 2009-11-13T07:50:14.565800Z
-43.2985, 170.858, 6.2474, 0.0, 2009-11-14T00:52:52.687500Z
-43.5208, 170.149, 9.00091, 0.0, 2009-11-14T08:19:16.571000Z
-43.4176, 170.894, 8.00026, 0.0, 2009-11-14T14:52:15.798000Z
-43.2842, 170.771, 14.363, 0.0, 2009-11-15T23:33:37.199000Z
-43.3492, 170.77, 15.9296, 0.0, 2009-11-17T10:26:42.285300Z
-43.5577, 170.483, 3.9976599999999998, 0.0, 2009-11-17T15:25:51.780400Z
-43.5965, 170.483, 6.99961, 0.0, 2009-11-17T15:40:19.528200Z
-43.1989, 170.765, 1.00951, 0.0, 2009-11-17T15:57:53.056100Z
-43.1271, 170.77, 15.0255, 0.0, 2009-11-17T18:51:42.594700Z
-43.4629, 170.368, 10.4536, 0.0, 2009-11-17T20:31:51.904900Z
-43.5954, 170.53, 12.0822, 0.0, 2009-11-17T23:07:35.898700Z
-43.5966, 170.335, 5.89544, 0.0, 2009-11-18T07:22:01.507100Z
-43.4236, 170.639, 27.7027, 0.0, 2009-11-18T14:13:24.500300Z
-43.5167, 170.58, 14.0111, 0.0, 2009-11-18T20:30:23.270000Z
-43.4958, 170.251, 2.94525, 0.0, 2009-11-19T09:26:31.325700Z
-43.463, 170.231, 2.9970100000000004, 0.0, 2009-11-19T10:09:55.978900Z
-43.4876, 170.168, 3.00391, 0.0, 2009-11-19T10:13:25.224100Z
-43.4693, 170.618, 15.9986, 0.0, 2009-11-19T18:39:32.351800Z
-43.4104, 170.259, 2.00326, 0.0, 2009-11-19T22:26:42.716000Z
-43.3344, 170.82, 17.9999, 0.0, 2009-11-20T13:04:02.496110Z
-43.328, 170.874, 17.9999, 0.0, 2009-11-20T13:46:10.430600Z
-43.5158, 170.572, 14.5908, 0.0, 2009-11-22T05:10:16.538900Z
-43.5043, 170.331, 3.00046, 0.0, 2009-11-22T14:44:22.587400Z
-43.2659, 170.834, 19.0005, 0.0, 2009-11-23T09:52:07.374450Z
-43.2848, 170.832, 5.01211, 0.0, 2009-11-23T11:51:08.394080Z
-43.6396, 169.682, 11.9994, 0.0, 2009-11-23T13:22:08.649380Z
-43.2183, 170.803, 13.9973, 0.0, 2009-11-24T01:29:10.135600Z
-43.4284, 170.737, 10.0016, 0.0, 2009-11-24T02:00:16.034600Z
-43.2829, 170.843, 4.99831, 0.0, 2009-11-26T07:08:02.338690Z
-43.5696, 170.521, 10.6123, 0.0, 2009-11-26T12:07:44.293100Z
-43.5146, 170.364, 10.7503, 0.0, 2009-11-27T02:25:32.469200Z
-43.6777, 169.673, 11.996, 0.0, 2009-11-28T09:39:36.437300Z
-43.6751, 169.678, 11.9994, 0.0, 2009-11-28T09:39:36.511900Z
-43.5773, 170.564, 12.0339, 0.0, 2009-11-28T17:06:03.334150Z
-43.763, 170.36, 7.99681, 0.0, 2009-11-29T23:36:44.106200Z
-43.3455, 170.573, 13.9973, 0.0, 2009-12-01T05:00:17.004900Z
-43.3859, 170.312, 9.99466, 0.0, 2009-12-02T00:46:51.963400Z
-43.3381, 170.852, 17.9999, 0.0, 2009-12-02T03:03:38.590500Z
-43.4551, 170.124, 11.4163, 0.0, 2009-12-03T12:37:52.492200Z
-43.5541, 170.504, 8.95951, 0.0, 2009-12-04T04:09:18.745200Z
-43.5326, 170.301, 6.250850000000001, 0.0, 2009-12-04T17:26:28.824300Z
-43.6674, 169.976, 0.595443, 0.0, 2009-12-05T10:55:05.650080Z
-43.5225, 170.585, 14.0007, 0.0, 2009-12-05T11:30:51.659800Z
-43.5254, 170.559, 12.0063, 0.0, 2009-12-05T11:40:06.597100Z
-43.2471, 170.778, 13.9973, 0.0, 2009-12-05T13:09:28.873000Z
-43.2479, 170.774, 14.018, 0.0, 2009-12-05T17:00:04.225200Z
-43.5329, 170.302, 6.20254, 0.0, 2009-12-05T19:32:46.702800Z
-43.2558, 170.79, 15.9986, 0.0, 2009-12-06T07:46:17.036500Z
-43.4524, 170.477, 13.9973, 0.0, 2009-12-06T11:38:32.569100Z
-43.5734, 170.473, 4.00111, 0.0, 2009-12-06T17:47:57.242000Z
-43.1895, 170.768, 13.0035, 0.0, 2009-12-07T05:55:36.179000Z
-43.5213, 170.56, 10.463899999999999, 0.0, 2009-12-07T06:18:32.361500Z
-43.535, 170.463, 12.479, 0.0, 2009-12-07T06:18:41.736500Z
-43.3332, 170.827, 18.993599999999997, 0.0, 2009-12-07T08:12:16.445500Z
-43.5281, 170.036, 0.44706999999999997, 0.0, 2009-12-07T16:20:18.324900Z
-44.1074, 170.148, 20.0012, 0.0, 2009-12-08T18:27:51.059200Z
-43.5677, 170.502, 11.174700000000001, 0.0, 2009-12-09T19:39:37.275900Z
-43.4882, 170.331, 10.3915, 0.0, 2009-12-12T18:46:27.653300Z
-43.5965, 170.268, 6.00241, 0.0, 2009-12-13T01:28:45.979700Z
-43.3561, 170.645, 30.3872, 0.0, 2009-12-13T04:17:17.164300Z
-43.4615, 170.518, 14.432, 0.0, 2009-12-13T08:38:32.451400Z
-43.2859, 170.86, 18.993599999999997, 0.0, 2009-12-14T16:05:24.543000Z
-43.51, 170.635, 15.9986, 0.0, 2009-12-15T10:27:21.734900Z
-43.4594, 170.679, 9.99811, 0.0, 2009-12-15T13:01:16.484000Z
-43.4173, 170.833, 42.4089, 0.0, 2009-12-16T02:37:53.375100Z
-43.4948, 170.247, 2.9970100000000004, 0.0, 2009-12-16T21:37:07.575770Z
-43.5242, 170.312, 6.38887, 0.0, 2009-12-16T23:06:53.148600Z
-43.5402, 170.306, 6.48893, 0.0, 2009-12-17T03:46:55.757300Z
-43.5217, 170.317, 6.99616, 0.0, 2009-12-17T04:00:13.233100Z
-43.5822, 170.594, 8.9043, 0.0, 2009-12-17T04:58:43.160700Z
-43.5229, 170.318, 6.99616, 0.0, 2009-12-17T10:27:17.650700Z
-43.4054, 170.507, 14.0007, 0.0, 2009-12-17T16:15:30.048500Z
-43.417, 170.476, 14.118, 0.0, 2009-12-17T16:23:54.962600Z
-43.5235, 170.313, 6.87884, 0.0, 2009-12-18T03:55:51.717600Z
-43.4594, 170.658, 10.0016, 0.0, 2009-12-18T16:36:15.889700Z
-43.3475, 170.305, 3.6043000000000003, 0.0, 2009-12-19T07:23:34.004000Z
-43.5095, 170.308, 3.46283, 0.0, 2009-12-20T09:25:46.015600Z
-43.4382, 170.868, 9.00091, 0.0, 2009-12-21T16:26:05.460980Z
-43.4831, 170.479, 9.99811, 0.0, 2009-12-21T16:45:16.933100Z
-43.4862, 170.326, 3.00046, 0.0, 2009-12-21T21:02:40.659200Z
-43.5506, 170.314, 6.5441400000000005, 0.0, 2009-12-21T22:16:12.493100Z
-43.345, 170.357, 5.00176, 0.0, 2009-12-21T23:43:04.722470Z
-43.4869, 170.327, 3.00046, 0.0, 2009-12-22T02:45:31.696500Z
-43.431, 170.444, 14.0007, 0.0, 2009-12-22T09:20:06.664910Z
-43.4279, 170.445, 14.3216, 0.0, 2009-12-22T09:49:59.431200Z
-43.4751, 170.338, 4.00111, 0.0, 2009-12-22T10:48:36.231800Z
-44.013, 169.62, 20.0012, 0.0, 2009-12-22T19:18:23.166500Z
-43.3613, 170.885, 17.9999, 0.0, 2009-12-22T19:35:38.327000Z
-43.4881, 170.325, 3.00046, 0.0, 2009-12-23T01:44:49.083000Z
-43.5524, 170.527, 10.495, 0.0, 2009-12-23T23:18:31.455900Z
-43.2862, 170.848, 5.99206, 0.0, 2009-12-24T08:08:25.318000Z
-43.5108, 170.286, 3.00046, 0.0, 2009-12-24T17:09:34.614500Z
-43.569, 170.507, 11.5129, 0.0, 2009-12-25T04:22:37.524800Z
-43.5808, 170.534, 11.385200000000001, 0.0, 2009-12-25T13:56:20.938800Z
-43.5716, 170.554, 10.5157, 0.0, 2009-12-25T14:15:46.412000Z
-43.2135, 170.848, 2.9970100000000004, 0.0, 2009-12-25T14:51:15.394300Z
-43.2903, 170.793, 17.9999, 0.0, 2009-12-27T15:16:11.136600Z
-43.3034, 170.772, 6.005859999999999, 0.0, 2009-12-28T12:47:45.420500Z
-43.2752, 170.784, 15.9986, 0.0, 2009-12-28T14:28:26.806700Z
-43.2341, 170.875, 2.92799, 0.0, 2009-12-29T06:33:41.041300Z
-43.5296, 170.587, 14.7012, 0.0, 2009-12-29T10:11:52.167600Z
-43.5223, 170.253, 12.0615, 0.0, 2009-12-29T16:06:26.630600Z
-43.2553, 170.663, 4.99831, 0.0, 2009-12-30T01:34:49.347700Z
-43.542, 170.522, 10.4501, 0.0, 2009-12-30T08:23:21.913200Z
-43.3063, 170.761, 6.005859999999999, 0.0, 2009-12-30T15:10:12.235500Z
-43.2664, 170.85, 5.99206, 0.0, 2009-12-30T18:15:17.605700Z
-43.1831, 170.948, 15.950299999999999, 0.0, 2009-12-31T01:09:28.789600Z
-44.2251, 170.012, 20.0012, 0.0, 2009-12-31T07:36:29.477100Z
-44.2321, 170.052, 20.0012, 0.0, 2009-12-31T07:36:29.727500Z
-43.2984, 170.706, 15.0048, 0.0, 2009-12-31T08:28:27.615500Z
-43.4736, 170.336, 9.99811, 0.0, 2009-12-31T11:45:45.028300Z
-43.6589, 169.814, 11.0022, 0.0, 2009-12-31T13:40:15.530900Z
-43.6316, 169.803, 10.0154, 0.0, 2009-12-31T14:33:51.313300Z
-43.4956, 170.308, 3.00046, 0.0, 2009-12-31T15:55:04.889330Z
-43.2194, 170.851, 3.00391, 0.0, 2009-12-31T18:51:56.528500Z
-43.5715, 170.482, 4.00111, 0.0, 2010-01-01T17:06:50.838700Z
-43.5487, 170.571, 8.13828, 0.0, 2010-01-01T17:07:02.807240Z
-44.0093, 169.727, 20.0081, 0.0, 2010-01-01T21:21:17.358900Z
-43.3061, 170.765, 6.005859999999999, 0.0, 2010-01-02T16:34:24.103000Z
-43.5693, 170.42, 12.189200000000001, 0.0, 2010-01-03T13:45:12.283200Z
-43.5783, 170.359, 5.99551, 0.0, 2010-01-03T17:56:48.065400Z
-43.5804, 170.359, 5.99551, 0.0, 2010-01-03T18:19:29.895500Z
-43.3053, 170.768, 6.005859999999999, 0.0, 2010-01-04T10:02:23.911800Z
-43.3461, 170.737, 15.9986, 0.0, 2010-01-05T03:03:39.782500Z
-43.583, 170.014, 9.414969999999999, 0.0, 2010-01-05T05:19:54.666900Z
-43.5777, 170.058, 4.00111, 0.0, 2010-01-05T06:02:55.552700Z
-43.5943, 169.98, 8.987110000000001, 0.0, 2010-01-05T06:55:07.683860Z
-43.5833, 170.018, 9.11133, 0.0, 2010-01-05T12:01:22.400600Z
-43.5782, 169.989, 10.0016, 0.0, 2010-01-05T13:08:11.694000Z
-43.5851, 169.984, 9.99466, 0.0, 2010-01-05T13:09:42.830400Z
-43.5818, 169.982, 9.00436, 0.0, 2010-01-05T15:19:07.902610Z
-43.5712, 170.594, 8.45228, 0.0, 2010-01-07T13:04:42.465100Z
-43.5, 170.943, 8.248700000000001, 0.0, 2010-01-07T21:47:30.872500Z
-43.5778, 170.362, 5.99551, 0.0, 2010-01-08T09:27:16.626900Z
-43.5506, 170.084, 5.00176, 0.0, 2010-01-08T14:40:13.200300Z
-43.5884, 170.247, 5.69876, 0.0, 2010-01-08T19:31:41.605200Z
-44.4572, 169.874, 12.582600000000001, 0.0, 2010-01-08T23:33:01.963090Z
-43.2874, 170.635, 14.991, 0.0, 2010-01-10T20:32:38.505400Z
-43.2608, 170.647, 15.0048, 0.0, 2010-01-10T20:42:42.176500Z
-43.4776, 170.371, 9.915299999999998, 0.0, 2010-01-10T20:53:58.983800Z
-43.9125, 169.687, 20.0012, 0.0, 2010-01-11T04:37:56.731100Z
-43.5849, 170.251, 5.99551, 0.0, 2010-01-11T11:44:32.242300Z
-43.4477, 170.88, 9.00091, 0.0, 2010-01-12T11:34:47.572800Z
-43.5739, 169.95, 10.0085, 0.0, 2010-01-13T16:51:42.202100Z
-43.2683, 170.775, 14.0111, 0.0, 2010-01-15T14:24:44.392000Z
-43.4586, 170.197, 3.99421, 0.0, 2010-01-15T21:34:45.699900Z
-43.504, 170.34, 10.239600000000001, 0.0, 2010-01-16T11:02:28.567800Z
-43.4171, 170.684, 20.6706, 0.0, 2010-01-17T05:43:19.225200Z
-43.4088, 170.73, 10.0016, 0.0, 2010-01-17T11:41:11.072200Z
-43.3115, 170.019, 36.667199999999994, 0.0, 2010-01-17T22:39:02.138470Z
-43.4736, 170.341, 9.911850000000001, 0.0, 2010-01-20T11:38:41.873700Z
-43.7945, 169.898, 4.99831, 0.0, 2010-01-21T20:12:28.236800Z
-43.5162, 170.235, 7.69316, 0.0, 2010-01-21T23:44:05.490500Z
-43.4414, 170.666, 9.40117, 0.0, 2010-01-22T07:38:30.754000Z
-43.4761, 170.327, 1.9998, 0.0, 2010-01-22T09:12:18.756900Z
-43.3374, 170.877, 13.655700000000001, 0.0, 2010-01-24T06:31:44.948700Z
-43.2918, 170.807, 4.00456, 0.0, 2010-01-24T15:37:35.212700Z
-43.3141, 170.846, 17.0061, 0.0, 2010-01-24T22:03:36.098900Z
-43.5598, 170.235, 5.857489999999999, 0.0, 2010-01-25T00:43:10.107100Z
-43.1973, 170.618, 4.64635, 0.0, 2010-01-25T03:17:04.753740Z
-43.5096, 170.274, 4.00111, 0.0, 2010-01-25T17:50:25.259600Z
-43.5401, 170.336, 3.00046, 0.0, 2010-01-25T19:33:55.963800Z
-43.5294, 170.339, 5.99551, 0.0, 2010-01-26T00:48:23.582400Z
-43.5803, 170.073, 3.99938, 0.0, 2010-01-26T09:53:30.847900Z
-43.9146, 169.994, 4.99831, 0.0, 2010-01-26T19:43:43.614400Z
-43.1817, 170.85, 14.0007, 0.0, 2010-01-27T11:57:35.766600Z
-43.6043, 170.103, 3.3455100000000004, 0.0, 2010-01-27T17:53:56.161000Z
-43.523, 170.304, 5.360609999999999, 0.0, 2010-01-28T05:56:24.649900Z
-43.5846, 170.985, 11.0022, 0.0, 2010-01-28T09:14:28.464000Z
-43.5788, 170.596, 8.04512, 0.0, 2010-01-28T16:07:41.004600Z
-43.1529, 170.974, 15.0048, 0.0, 2010-01-28T16:35:20.613100Z
-43.4747, 170.335, 10.639899999999999, 0.0, 2010-01-29T04:32:18.866900Z
-43.5185, 170.314, 5.99551, 0.0, 2010-01-29T17:47:52.810500Z
-43.4796, 170.345, 12.1478, 0.0, 2010-01-30T02:40:21.118700Z
-43.52, 170.308, 6.250850000000001, 0.0, 2010-01-30T02:42:11.447100Z
-43.5086, 170.329, 3.00046, 0.0, 2010-01-30T02:46:54.566600Z
-43.5746, 170.283, 6.99961, 0.0, 2010-01-30T14:48:40.083900Z
-43.526, 170.314, 6.02311, 0.0, 2010-01-30T14:49:05.372280Z
-43.4707, 170.388, 7.34294, 0.0, 2010-01-30T14:59:13.371700Z
-43.3069, 170.797, 13.8075, 0.0, 2010-01-31T08:33:16.290500Z
-43.4764, 170.113, 8.39017, 0.0, 2010-01-31T11:47:34.861100Z
-44.2135, 169.942, 19.9874, 0.0, 2010-01-31T13:06:48.005800Z
-43.2257, 170.621, 15.0014, 0.0, 2010-02-01T19:19:05.678930Z
-43.2074, 170.648, 12.1616, 0.0, 2010-02-01T19:22:30.717200Z
-43.2113, 170.634, 11.4508, 0.0, 2010-02-01T19:27:35.254100Z
-43.5055, 170.219, 6.78913, 0.0, 2010-02-02T02:55:56.607500Z
-43.4813, 170.249, 8.89395, 0.0, 2010-02-02T04:26:42.492000Z
-43.5717, 170.601, 7.99681, 0.0, 2010-02-02T09:01:15.756800Z
-43.6085, 170.514, 12.465200000000001, 0.0, 2010-02-02T09:05:28.727900Z
-43.2191, 170.827, 13.969700000000001, 0.0, 2010-02-02T09:11:04.788180Z
-43.4979, 170.501, 7.81393, 0.0, 2010-02-02T21:11:31.086400Z
-43.3344, 170.851, 19.0074, 0.0, 2010-02-03T03:38:25.956800Z
-43.5712, 170.573, 8.997459999999998, 0.0, 2010-02-03T11:14:37.610100Z
-43.5194, 170.376, 3.00046, 0.0, 2010-02-03T14:35:33.272800Z
-43.4662, 170.351, 3.9976599999999998, 0.0, 2010-02-03T16:33:17.061700Z
-43.1144, 170.506, 11.319700000000001, 0.0, 2010-02-04T07:40:48.420200Z
-43.3737, 170.345, 5.5555699999999995, 0.0, 2010-02-04T10:48:06.616620Z
-43.4887, 170.508, 14.069700000000001, 0.0, 2010-02-04T13:36:21.782600Z
-43.4661, 170.66, 10.6744, 0.0, 2010-02-04T16:30:12.514000Z
-43.5856, 170.588, 5.69876, 0.0, 2010-02-05T00:37:39.678300Z
-43.3107, 170.768, 14.0007, 0.0, 2010-02-05T23:07:27.946300Z
-43.6922, 169.876, 0.999154, 0.0, 2010-02-06T04:26:17.779700Z
-43.2942, 170.735, 15.9986, 0.0, 2010-02-06T08:44:53.338700Z
-43.293, 170.736, 16.6438, 0.0, 2010-02-06T08:53:58.341200Z
-43.2875, 170.765, 15.5293, 0.0, 2010-02-06T08:54:53.505800Z
-43.2886, 170.764, 14.0007, 0.0, 2010-02-06T09:48:35.505900Z
-43.2863, 170.785, 14.0007, 0.0, 2010-02-06T11:55:01.051970Z
-43.2867, 170.751, 14.999600000000001, 0.0, 2010-02-06T18:56:50.814300Z
-43.2858, 170.753, 15.0014, 0.0, 2010-02-06T19:04:16.264000Z
-43.6621, 170.118, 37.5505, 0.0, 2010-02-07T03:05:45.171400Z
-43.9306, 170.38, 8.00026, 0.0, 2010-02-08T04:57:17.118400Z
-43.5451, 170.639, 6.86504, 0.0, 2010-02-08T07:19:50.324100Z
-43.9796, 170.114, 20.0012, 0.0, 2010-02-08T11:49:25.193500Z
-43.6256, 170.1, 6.19909, 0.0, 2010-02-08T19:41:18.305700Z
-43.9472, 170.373, 9.45638, 0.0, 2010-02-08T23:45:32.517100Z
-43.5801, 170.073, 3.00046, 0.0, 2010-02-09T03:42:20.138900Z
-43.5735, 170.079, 3.99938, 0.0, 2010-02-09T04:21:15.520700Z
-43.585, 170.078, 4.00111, 0.0, 2010-02-09T05:33:16.990400Z
-43.5888, 170.066, 3.48698, 0.0, 2010-02-09T05:33:33.137400Z
-43.5152, 170.485, 8.84736, 0.0, 2010-02-09T08:26:09.550230Z
-43.5034, 170.297, 3.00046, 0.0, 2010-02-09T08:50:44.466400Z
-43.5769, 170.07, 3.99938, 0.0, 2010-02-09T11:42:07.654080Z
-43.3404, 170.811, 18.8867, 0.0, 2010-02-09T19:39:26.666800Z
-43.6152, 170.041, 3.99421, 0.0, 2010-02-10T00:04:34.990400Z
-43.3371, 170.8, 7.0065100000000005, 0.0, 2010-02-10T06:28:01.689570Z
-43.6342, 170.496, 12.503200000000001, 0.0, 2010-02-10T18:25:13.988900Z
-43.2073, 170.846, 15.0014, 0.0, 2010-02-11T21:50:10.321600Z
-43.4501, 170.671, 9.99984, 0.0, 2010-02-13T11:36:43.249600Z
-43.253, 170.457, 9.94635, 0.0, 2010-02-13T14:38:27.207300Z
-43.5498, 170.399, 3.00046, 0.0, 2010-02-14T07:27:41.017700Z
-43.2076, 170.821, 15.0048, 0.0, 2010-02-14T23:42:33.755800Z
-43.5241, 170.647, 5.90579, 0.0, 2010-02-15T13:30:27.548800Z
-43.5298, 170.299, 6.005859999999999, 0.0, 2010-02-15T15:56:54.510500Z
-43.4339, 170.688, 17.0061, 0.0, 2010-02-16T06:42:18.339100Z
-43.4539, 170.235, 5.00003, 0.0, 2010-02-17T00:32:30.639100Z
-43.1671, 170.912, 14.991, 0.0, 2010-02-17T05:57:25.592300Z
-43.2048, 170.911, 13.0035, 0.0, 2010-02-17T07:21:28.423500Z
-43.2067, 170.899, 12.637799999999999, 0.0, 2010-02-17T07:28:56.265600Z
-43.3165, 170.734, 15.774299999999998, 0.0, 2010-02-17T08:10:46.750100Z
-43.4635, 170.369, 9.63926, 0.0, 2010-02-17T08:29:53.052500Z
-43.1987, 170.955, 15.9986, 0.0, 2010-02-17T10:03:58.879200Z
-43.2797, 170.774, 14.0007, 0.0, 2010-02-17T14:32:50.875600Z
-43.4502, 170.664, 9.99984, 0.0, 2010-02-18T11:02:46.563100Z
-43.5713, 170.535, 5.01211, 0.0, 2010-02-19T02:02:51.293600Z
-43.566, 170.505, 13.445200000000002, 0.0, 2010-02-19T17:58:18.040800Z
-43.5814, 170.224, 7.0030600000000005, 0.0, 2010-02-19T23:04:03.617050Z
-43.2625, 170.924, 19.0074, 0.0, 2010-02-20T11:56:06.051740Z
-43.4757, 170.163, 3.00046, 0.0, 2010-02-20T17:32:11.934000Z
-44.0828, 169.802, 2.89349, 0.0, 2010-02-21T01:13:32.811000Z
-43.4566, 170.663, 10.005, 0.0, 2010-02-21T02:27:24.188400Z
-43.6665, 169.99, 5.00176, 0.0, 2010-02-21T07:27:28.629700Z
-43.5322, 170.646, 4.284050000000001, 0.0, 2010-02-21T11:09:37.497100Z
-43.5075, 170.477, 8.00199, 0.0, 2010-02-22T05:59:07.371710Z
-43.4116, 170.281, 15.9986, 0.0, 2010-02-22T13:25:37.243900Z
-43.2527, 170.859, 4.63255, 0.0, 2010-02-23T01:21:29.902900Z
-43.5529, 170.245, 7.77253, 0.0, 2010-02-23T06:35:26.793000Z
-43.6094, 170.063, 0.999154, 0.0, 2010-02-23T07:30:00.954569Z
-43.7763, 169.872, 3.9976599999999998, 0.0, 2010-02-23T12:14:48.787400Z
-43.3227, 170.497, 13.403799999999999, 0.0, 2010-02-23T22:21:57.488100Z
-43.3207, 170.839, 6.99961, 0.0, 2010-02-24T09:39:48.583500Z
-43.4618, 171.226, 36.2945, 0.0, 2010-02-24T18:33:56.334400Z
-43.6985, 170.979, 9.99466, 0.0, 2010-02-25T11:53:17.662300Z
-43.5056, 170.488, 8.45228, 0.0, 2010-02-26T01:30:13.719700Z
-43.4207, 170.402, 5.2571, 0.0, 2010-02-26T20:52:56.066800Z
-43.4912, 170.229, 3.00046, 0.0, 2010-02-26T20:55:01.669490Z
-43.583, 170.588, 15.6156, 0.0, 2010-02-27T06:41:10.684500Z
-43.1519, 170.75, 15.0014, 0.0, 2010-02-27T08:06:14.867600Z
-43.5757, 170.537, 14.7081, 0.0, 2010-02-27T23:38:46.418100Z
-43.1543, 170.751, 14.891, 0.0, 2010-02-28T10:18:34.291800Z
-43.2843, 170.806, 17.0027, 0.0, 2010-02-28T16:35:10.300400Z
-43.1404, 170.821, 13.9973, 0.0, 2010-02-28T17:53:21.561600Z
-43.9856, 170.043, 20.0012, 0.0, 2010-02-28T18:20:57.584400Z
-43.5666, 170.98, 11.0022, 0.0, 2010-02-28T23:42:59.266900Z
-43.3179, 170.807, 14.3665, 0.0, 2010-03-01T02:56:20.476300Z
-43.2334, 170.988, 14.0111, 0.0, 2010-03-01T13:41:43.296300Z
-43.2087, 170.97, 13.176, 0.0, 2010-03-01T13:43:23.274600Z
-43.3817, 170.884, 14.9496, 0.0, 2010-03-01T23:36:16.815100Z
-43.2009, 170.846, 15.0014, 0.0, 2010-03-02T07:39:30.893800Z
-43.5762, 170.591, 8.04857, 0.0, 2010-03-02T13:32:35.727400Z
-43.1209, 170.812, 13.0035, 0.0, 2010-03-02T21:50:21.581000Z
-43.4992, 170.333, 6.56139, 0.0, 2010-03-02T22:23:51.211000Z
-43.5082, 170.31, 4.00111, 0.0, 2010-03-03T03:31:01.979550Z
-43.518, 170.317, 6.29225, 0.0, 2010-03-03T06:51:33.833000Z
-43.5007, 170.318, 3.00046, 0.0, 2010-03-03T23:24:53.003400Z
-43.7422, 170.593, 11.9994, 0.0, 2010-03-04T04:45:43.089900Z
-43.5332, 170.536, 8.08135, 0.0, 2010-03-04T06:50:36.723400Z
-43.4963, 170.27, 3.99938, 0.0, 2010-03-05T22:28:34.659200Z
-43.5045, 170.286, 7.7414700000000005, 0.0, 2010-03-05T22:49:01.302760Z
-43.5915, 170.315, 5.00176, 0.0, 2010-03-06T15:13:11.093600Z
-43.5747, 170.566, 5.840229999999999, 0.0, 2010-03-06T18:22:08.535560Z
-43.4477, 170.642, 9.99811, 0.0, 2010-03-07T07:03:06.715380Z
-43.4598, 170.699, 9.99811, 0.0, 2010-03-07T07:05:41.426300Z
-43.47, 170.646, 12.2858, 0.0, 2010-03-07T07:06:35.754200Z
-43.466, 170.634, 11.9994, 0.0, 2010-03-07T08:04:16.263000Z
-43.5982, 170.387, 4.00111, 0.0, 2010-03-07T08:40:47.553700Z
-43.4855, 170.313, 3.00046, 0.0, 2010-03-07T08:59:26.522800Z
-43.2635, 170.8, 17.6824, 0.0, 2010-03-08T01:45:50.707200Z
-43.2042, 170.907, 17.9999, 0.0, 2010-03-08T07:05:58.884800Z
-43.2793, 170.793, 22.237099999999998, 0.0, 2010-03-08T10:40:22.927700Z
-43.3001, 170.774, 21.6643, 0.0, 2010-03-08T10:40:23.391900Z
-43.5426, 170.502, 4.00456, 0.0, 2010-03-08T15:52:47.646500Z
-43.6142, 170.064, 5.360609999999999, 0.0, 2010-03-08T16:39:59.566500Z
-43.6218, 170.075, 6.00241, 0.0, 2010-03-08T16:41:08.381230Z
-43.5957, 170.083, 6.00241, 0.0, 2010-03-08T20:35:51.353400Z
-43.208, 171.117, 18.993599999999997, 0.0, 2010-03-08T21:23:44.268000Z
-43.5604, 170.563, 16.999200000000002, 0.0, 2010-03-09T23:13:07.552000Z
-43.5091, 170.23, 1.6305999999999998, 0.0, 2010-03-10T02:14:12.504900Z
-43.9896, 169.393, 19.0074, 0.0, 2010-03-10T11:22:57.343400Z
-43.2697, 170.829, 13.0001, 0.0, 2010-03-10T12:09:42.961000Z
-43.7662, 170.833, -2.9931, 0.0, 2010-03-10T12:21:32.819600Z
-43.2998, 170.748, 15.815700000000001, 0.0, 2010-03-10T13:31:19.569600Z
-43.2639, 170.841, 18.7107, 0.0, 2010-03-12T05:25:58.415900Z
-43.5043, 170.558, 7.448180000000001, 0.0, 2010-03-12T07:09:05.248890Z
-43.1754, 170.903, 15.0048, 0.0, 2010-03-12T10:18:18.909200Z
-43.22, 170.822, 14.9945, 0.0, 2010-03-12T22:03:27.931400Z
-43.7574, 170.642, 11.996, 0.0, 2010-03-13T13:12:13.117000Z
-43.4445, 170.244, 10.1361, 0.0, 2010-03-13T14:37:38.314400Z
-43.2455, 170.961, 1.9618499999999999, 0.0, 2010-03-14T00:20:56.174900Z
-43.23, 170.87, 13.2796, 0.0, 2010-03-14T01:23:19.495600Z
-43.2912, 170.549, 16.4161, 0.0, 2010-03-14T11:45:40.975100Z
-43.302, 170.77, 17.0027, 0.0, 2010-03-14T19:15:15.522900Z
-43.2015, 170.836, 14.991, 0.0, 2010-03-14T22:33:11.478200Z
-43.4616, 170.364, 5.00176, 0.0, 2010-03-15T07:37:02.704670Z
-43.1868, 170.838, 13.6936, 0.0, 2010-03-15T09:52:07.044390Z
-43.8199, 170.0, 19.997700000000002, 0.0, 2010-03-15T22:57:08.795970Z
-43.4478, 170.245, 4.00111, 0.0, 2010-03-16T12:03:52.935200Z
-43.4285, 170.505, 16.002, 0.0, 2010-03-17T04:48:44.426300Z
-43.275, 170.838, 15.011700000000001, 0.0, 2010-03-17T06:16:22.939500Z
-43.5546, 170.562, 8.01061, 0.0, 2010-03-17T13:40:33.270200Z
-43.2825, 170.781, 11.9994, 0.0, 2010-03-17T15:48:19.634300Z
-43.4473, 170.05, 15.4465, 0.0, 2010-03-17T16:32:25.392000Z
-43.2046, 170.852, 12.8655, 0.0, 2010-03-18T10:33:29.297400Z
-43.1452, 170.772, 13.1967, 0.0, 2010-03-19T06:14:03.971550Z
